date,avg_consumption,total_consumption,mean_temp,max_temp,min_temp,is_holiday,is_semester,is_exam
9/12/2019,18.20863313,83523.00018,14.15625,20.3,11,0,1,0
9/13/2019,17.68560607,82061.21218,12.80479167,18.7,6.6,0,1,0
9/14/2019,14.83540135,68391.20024,13.57354167,19.7,6.5,0,1,0
9/15/2019,14.52793362,67366.0282,14.58111111,19.5,12.2,0,1,0
9/16/2019,17.77864017,81319.50015,9.511944444,13.6,5.3,0,1,0
9/17/2019,17.93733851,82260.63439,8.105277778,14.4,1.1,0,1,0
9/18/2019,18.08467565,83044.83057,10.57826389,19.4,1.6,0,1,0
9/19/2019,18.32964792,84096.42467,16.07763889,23.4,6.2,0,1,0
9/20/2019,18.75930048,86161.46711,21.90298611,26,19.3,0,1,0
9/21/2019,14.89170201,68784.77158,17.12604167,22.7,9,0,1,0
9/22/2019,14.20329231,65093.68867,10.74041667,15.2,5,0,1,0
9/23/2019,17.5833721,80654.92782,10.00673611,15,7.9,0,1,0
9/24/2019,17.63853472,81031.42851,10.34888889,14.8,5.2,0,1,0
9/25/2019,17.84736144,82187.09942,11.18618056,16,7,0,1,0
9/26/2019,17.73321523,81909.72115,12.37201389,19.5,6,0,1,0
9/27/2019,15.18452122,70213.22614,12.53875,19.4,8.1,0,1,0
9/28/2019,13.88240381,64011.76395,9.705486111,14.8,5.4,0,1,0
9/29/2019,13.81671979,63708.89496,10.73083333,16.1,6.2,0,1,0
9/30/2019,16.82017142,77826.93316,10.673125,14.1,7,1,0,0
10/1/2019,17.12259407,79106.38462,12.35368056,22.2,1.6,1,0,0
10/2/2019,17.43029414,80719.69214,16.85763889,26.4,5.7,1,0,0
10/3/2019,17.18839771,79049.44108,18.73090278,29.1,12.7,1,0,0
10/4/2019,16.42464041,75931.1126,12.15583333,16.1,9.6,1,0,0
10/5/2019,13.67577214,62935.90337,14.13798611,21.5,6.9,0,1,0
10/6/2019,13.75106592,58057.0003,21.53942029,25.4,14.2,0,1,0
10/7/2019,16.8585382,77970.73916,13.60145833,17.1,11.5,0,1,0
10/8/2019,17.20851005,78384.76329,10.76041667,14.7,8.1,0,1,0
10/9/2019,17.56311821,80702.52816,10.59729167,14.5,7.4,0,1,0
10/10/2019,17.50682447,80531.39257,11.06576389,14.3,8.3,0,1,0
10/11/2019,17.19318315,79535.66523,12.24444444,19.1,7.6,0,1,0
10/12/2019,14.31409499,65844.83694,13.2525,20,6.6,0,1,0
10/13/2019,14.09269223,64699.55001,15.00493056,22.4,6.6,0,1,0
10/14/2019,17.6086072,79819.81643,17.47847222,26.4,12.5,0,1,0
10/15/2019,17.7217877,81272.11838,14.73798611,18.9,12.3,0,1,0
10/16/2019,17.53612437,80596.02759,13.778125,19.9,11.4,0,1,0
10/17/2019,17.40194341,80449.18437,11.50847222,15.2,8.6,0,1,0
10/18/2019,17.22501585,79700.14834,13.43930556,21.7,5.8,0,1,0
10/19/2019,14.18130739,65404.18966,11.16145833,16.2,7,0,1,0
10/20/2019,14.05502938,64695.30023,12.03368056,15.9,7.5,0,1,0
10/21/2019,17.34521147,79683.90149,13.229375,18.4,9.9,0,1,0
10/22/2019,17.44670564,80219.95252,15.40430556,23.5,10.6,0,1,0
10/23/2019,17.69952884,80249.66375,17.86048611,29.1,5.3,0,1,0
10/24/2019,17.9787284,78782.78785,23.140625,33.5,9.8,0,1,0
10/25/2019,17.98260528,82486.2104,20.72979167,28.7,13.9,0,1,0
10/26/2019,14.61077262,67136.50021,12.66979167,15.6,9.5,0,1,0
10/27/2019,14.42488934,65936.16916,12.28569444,16.9,8.6,0,0,0
10/28/2019,17.66915552,80871.72483,15.02298611,23.1,8.3,1,0,0
10/29/2019,17.67225507,80126.00447,19.35138889,30,6.4,1,0,0
10/30/2019,17.97069317,80706.38302,20.15027778,29.8,10.7,1,0,0
10/31/2019,18.52783784,81263.09678,24.994375,33.3,13.5,1,0,0
11/1/2019,18.94800775,81836.44548,27.12645833,33.9,20.1,0,0,1
11/2/2019,15.34466536,70017.70805,16.81125,28.6,15,0,0,1
11/3/2019,14.64480214,66531.33614,15.35680556,20.7,12.2,0,0,1
11/4/2019,17.19412077,79006.98494,11.12881944,15.6,7.3,0,0,1
11/5/2019,16.52767814,76556.20513,12.42708333,19.8,4.8,0,0,1
11/6/2019,17.21046482,79529.55792,17.06895833,23.5,13.1,0,0,1
11/7/2019,17.24648763,79851.23774,13.30659722,16.8,11.3,0,0,1
11/8/2019,16.87351718,77921.90233,10.66138889,15.2,6,0,0,1
11/9/2019,14.16475357,64704.5943,10.42979167,14.2,6.2,0,0,1
11/10/2019,14.34373007,65321.34675,13.55284722,17.2,10.9,0,0,1
11/11/2019,17.81503355,81468.14844,19.69777778,29.2,7.6,0,0,1
11/12/2019,17.21575288,79261.32627,14.54,26.4,8.2,0,0,1
11/13/2019,17.26446821,79399.28928,12.20590278,16.8,7.6,0,0,1
11/14/2019,18.24015196,82591.40806,16.26659722,22.8,11.6,0,0,1
11/15/2019,16.98680335,77544.75729,14.58368056,20.1,10.5,0,0,1
11/16/2019,14.04996768,63252.9545,12.50958333,18.3,6.8,0,0,1
11/17/2019,13.66260734,61891.61123,12.90472222,18.1,9.9,0,0,1
11/18/2019,17.43960786,79786.20596,17.22638889,27.8,5.7,0,0,1
11/19/2019,17.26819076,79312.80017,15.02708333,21.2,9,0,0,1
11/20/2019,17.67143727,79539.13914,21.36263889,34.6,7.3,0,0,1
11/21/2019,18.53040962,79532.51808,27.05,41.4,14.3,0,0,1
11/22/2019,17.05453055,77598.11401,15.95791667,21.7,12,0,0,0
11/23/2019,13.65481073,62416.13983,15.35881944,25.5,7.9,0,0,0
11/24/2019,13.61451403,62436.16134,16.52229167,25.6,7.6,0,0,0
11/25/2019,17.1047749,79656.93669,19.64013889,30.4,8.2,0,0,0
11/26/2019,16.28739614,76127.28954,13.38194444,24,10.3,0,0,0
11/27/2019,16.26235456,76270.44287,15.36965278,26.1,5.1,0,0,0
11/28/2019,16.6121569,77578.77272,16.54826389,25.1,9.5,0,0,0
11/29/2019,16.22583878,75661.08625,16.1725,23.9,11.7,0,0,0
11/30/2019,13.16764222,61084.69227,13.88444444,20.2,9.5,0,0,0
12/1/2019,12.71322231,59586.87297,12.53569444,16.6,10,0,0,0
12/2/2019,15.636128,73395.98484,11.50451389,15.4,9.1,0,0,0
12/3/2019,16.20779077,75414.85046,15.89611111,22.7,10.2,0,0,0
12/4/2019,16.33571967,76108.11793,16.26666667,23.9,11.9,0,0,0
12/5/2019,16.61232525,77546.33426,16.66118056,25.2,10.5,0,0,0
12/6/2019,16.21200186,76180.19674,15.46375,21.5,12.4,0,0,0
12/7/2019,13.63067749,63028.25273,15.30534722,23.4,9.2,0,0,0
12/8/2019,13.79455215,63868.77645,19.65888889,28.3,12.8,0,0,0
12/9/2019,16.8751614,74486.9624,24.66597222,38.5,14.1,0,0,0
12/10/2019,16.53216723,77668.12167,15.50625,19.5,12.3,0,0,0
12/11/2019,16.38997097,76885.35383,15.33361111,20.4,12.5,0,0,0
12/12/2019,16.2827905,76594.24653,15.36701389,20.3,12.9,0,0,0
12/13/2019,16.04930068,75913.19223,15.846875,21.2,11,0,0,0
12/14/2019,13.56710656,63724.6995,16.41708333,20.4,13.5,0,0,0
12/15/2019,13.42966566,63105.99892,17.40958333,23.6,13.8,0,0,0
12/16/2019,16.24986591,76683.11723,16.97763889,24.2,11.2,1,0,0
12/17/2019,17.27737162,80529.82911,21.11298611,31.7,10.3,1,0,0
12/18/2019,17.82535717,77878.98548,28.06611111,41.8,14.6,1,0,0
12/19/2019,17.52542536,81282.92283,21.596875,28.3,15.9,1,0,0
12/20/2019,17.32038278,74235.1606,29.25333333,43.5,12.1,1,0,0
12/21/2019,14.56380739,65915.79223,19.12138889,29.5,12.5,0,0,0
12/22/2019,13.63427423,61831.43365,16.49930556,24.1,11.5,0,0,0
12/23/2019,15.25739857,70428.1518,16.35013889,24.2,10.6,0,0,0
12/24/2019,14.76388714,67840.06141,19.14284722,27.2,12.7,1,0,0
12/25/2019,14.99248905,69295.28439,21.51520833,32.1,12.7,1,0,0
12/26/2019,14.54903285,66561.82527,18.86131944,24.5,13.6,1,0,0
12/27/2019,13.5329791,61602.12086,19.53736111,30.8,11.9,1,0,0
12/28/2019,14.00746767,63818.0227,24.33347222,34.4,16.8,0,0,0
12/29/2019,14.49415925,65528.09398,24.89736111,37.7,16.7,0,0,0
12/30/2019,15.99881576,70378.79054,29.14423611,41.6,19.1,0,0,0
12/31/2019,14.08015951,64177.36706,18.18965278,24.1,14,0,0,0
1/1/2020,13.69585986,62138.11619,18.04930556,27.1,8.4,1,0,0
1/2/2020,14.53871486,67677.71768,19.42548611,27.2,10.1,0,0,0
1/3/2020,15.08510385,68999.26503,23.85979167,37.2,11.4,0,0,0
1/4/2020,12.9875159,59482.82282,20.629375,28.8,14.7,0,0,0
1/5/2020,12.5918816,57280.46941,13.92208333,15.7,11.5,0,0,0
1/6/2020,14.92473851,69728.37834,13.66368056,15.8,11.5,0,0,0
1/7/2020,15.18752972,70865.01366,17.83395833,20.4,15.5,0,0,0
1/8/2020,15.85759111,73151.06777,20.91354167,27.5,16.2,0,0,0
1/9/2020,16.61092702,75313.94313,24.05916667,34.2,15.2,0,0,0
1/10/2020,16.45659309,76309.22216,21.78104167,33.7,13,0,0,0
1/11/2020,12.36635588,54028.60883,15.17611111,20.6,12.3,0,0,0
1/12/2020,12.51713981,55425.8951,17.02409722,23.1,13.3,0,0,0
1/13/2020,15.8693323,73681.30987,21.97680556,32.9,10.8,0,0,0
1/14/2020,17.30934853,79415.29104,25.590625,35.1,17,0,0,0
1/15/2020,17.41272288,77765.22039,25.17833333,38.6,19.1,0,0,0
1/16/2020,16.04905078,74836.72379,16.95569444,20.8,12.9,0,0,0
1/17/2020,15.92049698,74221.35691,17.920625,26.2,12,0,0,0
1/18/2020,13.56639588,62608.91697,20.48423611,31.1,12.3,0,0,0
1/19/2020,13.35678035,61788.46589,21.12736111,31.6,17.5,0,0,0
1/20/2020,16.25267353,75558.67924,18.34916667,23.7,14.8,0,0,0
1/21/2020,15.51111824,71956.07752,17.67,25.4,13.8,0,0,0
1/22/2020,16.55371933,76875.47257,22.13673611,31.6,12.8,0,0,0
1/23/2020,16.15444981,75990.53192,16.66125,22.9,12.7,0,0,0
1/24/2020,15.82430265,74484.99256,17.14222222,24.7,8.5,0,0,0
1/25/2020,13.91247067,63941.71522,19.92125,28.8,11.2,0,0,0
1/26/2020,13.69337418,63181.22848,19.28104167,25.6,13.8,0,0,0
1/27/2020,14.79645859,68463.2139,18.43743056,26.6,11.4,0,0,0
1/28/2020,16.53183346,77253.25774,18.48277778,26.8,12,0,0,0
1/29/2020,17.0679957,79093.09206,22.09680556,32.1,12.5,0,0,0
1/30/2020,17.33306359,76074.81611,27.76097222,39.5,14,0,0,0
1/31/2020,17.63383265,76989.31335,30.86326389,43.8,19.2,0,0,0
2/1/2020,15.05884905,71198.23833,22.20888889,29.6,15.5,0,0,0
2/2/2020,13.31447488,62032.13847,18.17618056,25.7,13.8,0,0,0
2/3/2020,15.50252146,72846.34834,14.82173611,18.2,11.8,0,0,0
2/4/2020,15.80810232,73444.4434,14.87611111,21.6,8.7,0,0,0
2/5/2020,15.88986383,73681.29857,15.59895833,23.3,9.7,0,0,0
2/6/2020,16.81887775,77232.28662,19.93895833,30.6,12.6,0,0,0
2/7/2020,17.22880915,80165.64896,20.38708333,25.7,17.4,0,0,0
2/8/2020,15.03923136,64804.04794,22.61930556,29.4,16.2,0,0,0
2/9/2020,14.10517617,64954.33627,22.21597222,27.2,18,0,0,0
2/10/2020,17.35250171,80359.43541,21.77444444,27.5,17.7,0,0,0
2/11/2020,18.0877113,83872.71728,21.96805556,28.1,18.6,0,0,0
2/12/2020,18.0973988,83863.34605,22.23854167,29,18,0,0,0
2/13/2020,18.33674941,81983.60661,24.24618056,32.9,17.3,0,0,0
2/14/2020,18.03095855,81680.24223,23.58152778,35.3,19.4,0,0,0
2/15/2020,14.58303661,69079.84442,18.24131944,20,16.3,0,0,0
2/16/2020,14.2737964,66572.98642,20.06395833,27.8,15.7,0,0,0
2/17/2020,17.73635552,81853.28072,21.00388889,30,13.9,0,0,0
2/18/2020,17.39797794,81544.32259,18.38326389,21.6,14.4,0,0,0
2/19/2020,16.28169105,77175.21559,14.99604167,19.2,12.5,0,0,0
2/20/2020,16.09286354,75555.99431,15.34236111,19.1,13,0,0,0
2/21/2020,15.71636525,73961.21489,15.42659722,20.3,12.4,0,0,0
2/22/2020,13.26606132,60838.15722,16.11486111,23.2,9.8,0,0,0
2/23/2020,13.7556949,64417.91924,21.04993056,32.9,11.9,0,0,0
2/24/2020,17.60158058,82410.60029,20.88819444,28.5,16.8,0,0,0
2/25/2020,18.4677699,86392.22759,21.82527778,31.7,17.9,0,0,0
2/26/2020,16.72857382,78423.55409,16.37458333,19.5,12.6,0,0,0
2/27/2020,16.49704233,77024.69066,14.65125,19.7,7.7,0,0,0
2/28/2020,16.33092167,76053.10223,16.33756944,20.3,13,0,0,0
2/29/2020,13.92892469,64421.27668,17.74659722,24.2,13.7,0,0,0
3/1/2020,14.32035701,66417.81579,21.07319444,32.2,11.1,0,0,0
3/2/2020,16.74565354,77130.48022,15.75069444,19.6,12.6,0,0,0
3/3/2020,16.87311384,77717.56236,15.91277778,20.5,13.1,0,0,0
3/4/2020,17.05547119,79529.66214,16.37076389,22.1,12.2,0,0,0
3/5/2020,17.46719119,81816.32355,17.66208333,20.2,16.4,0,0,0
3/6/2020,16.75184083,77678.28593,16.29763889,19.3,14.7,0,0,0
3/7/2020,13.7629005,63804.80671,16.51986111,20.6,13.5,0,0,0
3/8/2020,13.44734061,61763.63543,15.62069444,22.3,9.8,0,0,0
3/9/2020,16.22514593,75609.18003,15.20145833,21.3,10,0,0,0
3/10/2020,17.1506015,78669.80906,16.09201389,25,7.8,0,0,0
3/11/2020,17.67366953,80910.05912,20.39743056,29.8,11.5,0,0,0
3/12/2020,18.07797505,83429.85484,22.32055556,28.9,14.9,0,0,0
3/13/2020,17.48053155,81599.12126,19.371875,26.4,13.1,0,0,0
3/14/2020,12.73758597,59408.10097,13.93902778,17.8,11.6,0,0,0
3/15/2020,12.61432174,59299.92651,14.66145833,20,11.3,0,0,0
3/16/2020,16.50062701,76826.91935,16.35104167,25.6,7.1,0,0,0
3/17/2020,16.71972559,77863.76209,19.63055556,27.5,11,0,0,0
3/18/2020,17.24271841,80402.79595,23.42541667,27.4,18.1,0,0,0
3/19/2020,17.45557468,81552.44491,23.81388889,30,18.1,0,0,0
3/20/2020,16.07302615,75253.90843,17.76256944,22.8,14.1,0,0,0
3/21/2020,13.10150051,61249.51488,15.44763889,19.4,12.6,0,0,0
3/22/2020,12.52983559,59241.06267,14.04319444,18.9,10.5,0,0,0
3/23/2020,14.75625941,70077.47593,13.53055556,17.5,10.2,0,0,0
3/24/2020,14.90014246,69851.86783,12.32395833,19.6,6.2,0,0,0
3/25/2020,14.58941226,68891.20468,14.20756944,17.3,12.4,0,0,0
3/26/2020,14.3640399,68085.54914,15.71486111,22.1,11.8,0,0,0
3/27/2020,13.62777889,64500.27748,19.07173611,27.3,13.1,0,0,0
3/28/2020,12.21025178,56863.14254,20.08388889,27.3,12.5,0,0,0
3/29/2020,11.99059754,56175.94947,20.71291667,26.8,16.6,0,0,0
3/30/2020,12.71010431,59788.33068,17.59618056,21.4,13.9,0,0,0
3/31/2020,12.09760607,57221.67671,15.55520833,21.8,9.6,0,0,0
4/1/2020,12.08459401,56894.26861,16.10020833,24.1,8.2,0,0,0
4/2/2020,11.97853075,56898.02107,16.54944444,20.3,15,0,0,0
4/3/2020,11.83862424,56008.53129,17.07375,23.3,12.6,0,0,0
4/4/2020,10.3847063,47842.34192,11.79722222,15.9,8.5,0,0,0
4/5/2020,10.38019883,47271.42549,12.23555556,14.9,8.9,0,0,0
4/6/2020,11.2717689,51635.97331,12.56652778,16.7,9,0,0,0
4/7/2020,11.16904193,51522.79041,13.05729167,16.6,10.9,0,0,0
4/8/2020,11.20621301,51638.22955,14.03291667,18.8,10.8,0,0,0
4/9/2020,11.45745848,51627.3079,14.04069444,22.9,6.6,0,0,0
4/10/2020,11.14738737,50074.06407,16.67097222,21.3,11.4,0,0,0
4/11/2020,10.27224378,45999.10766,13.41819444,18.3,10.5,0,0,0
4/12/2020,10.20136152,45161.42746,12.40208333,15.2,10.4,0,0,0
4/13/2020,10.92215611,48472.52881,14.04618056,18.8,11.4,0,0,0
4/14/2020,11.18956064,49625.70146,16.09479167,22.1,10.5,0,0,0
4/15/2020,11.74056917,52809.08011,19.30770833,23.7,13.2,0,0,0
4/16/2020,11.32312773,51712.72436,17.02347222,22.4,11.1,0,0,0
4/17/2020,10.88064224,49615.7286,14.00298611,19,10.3,0,0,0
4/18/2020,9.88239276,44678.29767,13.62263889,15.9,12.3,0,0,0
4/19/2020,9.881828452,43993.90027,13.68006944,18.9,9.3,0,0,0
4/20/2020,10.84852352,50250.36094,15.1825,20.5,10.4,0,0,0
4/21/2020,11.08699769,50213.01253,13.31590278,19.2,6.6,0,0,0
4/22/2020,10.8893563,50526.61324,14.87875,18.2,12,0,0,0
4/23/2020,10.80912406,50024.62615,15.01569444,19.1,8.5,0,0,0
4/24/2020,10.81145425,49224.55122,17.424375,23.2,12.2,0,0,0
4/25/2020,9.867930775,44050.44298,15.57104167,21,8.1,0,0,0
4/26/2020,9.728827983,43410.03046,14.21833333,17,8.4,0,0,0
4/27/2020,10.43203148,46745.93306,10.97076389,18.1,5.2,0,0,0
4/28/2020,10.63397764,48501.57201,12.64638889,19.5,4.8,0,0,0
4/29/2020,10.97759385,50321.29021,13.734375,19,9.7,0,0,0
4/30/2020,11.03125594,49894.37063,10.00965278,15,7.4,0,0,0
5/1/2020,11.04782334,51118.2786,9.408819444,12.4,7.2,0,0,0
5/2/2020,9.93358303,45833.5521,10.27756944,13.4,8.5,0,0,0
5/3/2020,9.830301917,44668.89191,11.27784722,14.1,8.8,0,0,0
5/4/2020,10.91297293,49915.9382,11.20708333,13.8,9.2,0,0,0
5/5/2020,11.03664622,50316.07012,12.64138889,19.4,7.3,0,0,0
5/6/2020,11.155715,51260.51044,15.10111111,19.7,10.4,0,0,0
5/7/2020,11.11585232,51566.4389,18.45611111,21.7,16.2,0,0,0
5/8/2020,11.10820989,51164.41477,15.54881944,19.3,11.9,0,0,0
5/9/2020,9.921349737,45271.11885,11.61680556,15.9,7,0,0,0
5/10/2020,9.907236637,44602.37934,9.728472222,14.1,4.8,0,0,0
5/11/2020,11.0165802,50621.18603,11.03152778,16.8,5.1,0,0,0
5/12/2020,10.83960143,49883.84576,11.95395833,14.7,9.4,0,0,0
5/13/2020,10.9386987,50733.68456,10.73909722,14.5,7.7,0,0,0
5/14/2020,11.08981502,51290.39447,8.350138889,14.9,3.4,0,0,0
5/15/2020,11.00878831,50530.33832,7.636319444,15.9,1.7,0,0,0
5/16/2020,9.985103516,44643.39782,9.126875,18,2,0,0,0
5/17/2020,10.02205058,45079.18352,8.852986111,18.1,2.2,0,0,0
5/18/2020,11.01861577,50553.40917,10.21743056,19.3,2.6,0,0,0
5/19/2020,10.85966575,49313.74219,14.60902778,17.4,10.1,0,0,0
5/20/2020,11.06408699,50972.24876,12.50534722,16.6,9.6,0,0,0
5/21/2020,11.14420851,51241.07075,9.750902778,13,8.6,0,0,0
5/22/2020,11.05423304,50562.06191,9.97625,12.3,8.2,0,0,0
5/23/2020,9.944987165,43568.98877,10.64131944,13.1,8,0,0,0
5/24/2020,10.03832674,45062.04874,11.12611111,13.6,7.7,0,0,0
5/25/2020,11.21460004,51284.366,9.394444444,15.5,5.4,0,0,0
5/26/2020,11.30534334,51179.28932,8.895555556,18.3,2.2,0,0,0
5/27/2020,11.27210686,52144.76632,11.423125,16.1,6,0,0,0
5/28/2020,11.36010323,52551.83754,12.68083333,17.8,7.9,0,0,0
5/29/2020,11.42597675,52708.03073,10.58534722,16.5,5,0,0,0
5/30/2020,10.14024782,45712.23718,13.57569444,16.9,8.9,0,0,0
5/31/2020,10.20254808,46329.77082,14.02604167,16.8,11,0,0,0
6/1/2020,11.46234333,53024.80026,9.533819444,12.6,7.9,0,0,0
6/2/2020,11.43110421,53360.39445,11.35590278,14.7,7.7,0,0,0
6/3/2020,11.47541602,53027.89741,11.18819444,13.4,9.6,0,0,0
6/4/2020,11.38006206,52689.68734,10.15090278,14.8,4.8,0,0,0
6/5/2020,11.34915911,52274.22687,7.036527778,15.2,1.3,0,0,0
6/6/2020,9.86133027,45332.53525,8.537847222,13.1,4.7,0,0,0
6/7/2020,9.758630179,44704.28485,9.432986111,12.4,8.3,0,0,0
6/8/2020,10.4429607,48507.55247,7.087152778,12.9,2.9,0,0,0
6/9/2020,11.38404213,52605.6587,6.283194444,14.6,-0.4,0,0,0
6/10/2020,11.50094647,53467.90013,8.669930556,16.9,2.6,0,0,0
6/11/2020,11.35695243,52787.11491,7.652708333,15.8,1.9,0,0,0
6/12/2020,11.47285856,53073.44368,8.290555556,15.5,1.3,0,0,0
6/13/2020,10.15733856,46957.37616,13.80194444,16,10.5,0,0,0
6/14/2020,10.14963433,46404.12815,12.33048611,14.9,9.2,0,0,0
6/15/2020,11.47601782,53558.57516,14.32097222,17.7,12.1,0,0,0
6/16/2020,11.5733719,54047.64676,13.86277778,17.1,10.7,0,0,0
6/17/2020,11.8977172,55693.21419,10.01548611,14.2,4.7,0,0,0
6/18/2020,12.0418058,55898.06254,9.150763889,16.8,1.6,0,0,0
6/19/2020,11.79223296,54291.44055,14.84041667,18.8,12.3,0,0,0
6/20/2020,10.20210934,46419.5975,13.14659722,16.1,6.7,0,0,0
6/21/2020,10.23195362,46862.34756,7.820208333,10.8,4.2,0,0,0
6/22/2020,11.78671475,54572.4893,9.496597222,12.3,7.1,0,0,0
6/23/2020,11.81731711,55104.14969,10.73222222,13.6,8.5,0,0,0
6/24/2020,11.46623084,50887.13248,12.02763889,16.1,9.5,0,0,0
6/25/2020,11.93070228,55740.24104,11.39868056,15.8,8.3,0,0,0
6/26/2020,11.72134775,54363.61085,8.413263889,13.3,4.1,0,0,0
6/27/2020,10.54655984,48651.28056,8.454027778,13,4.4,0,0,0
6/28/2020,10.43357416,47472.76243,4.980972222,13,0.1,0,0,0
6/29/2020,11.92169779,55352.44284,5.789444444,14.9,-0.6,0,0,0
6/30/2020,12.47639178,57840.55227,11.01909722,15.6,3.2,0,0,0
7/1/2020,12.39321354,57120.3212,13.78291667,18,10.9,0,0,0
7/2/2020,12.6398568,58408.77826,11.28131944,16.1,9.2,0,0,0
7/3/2020,13.0428476,60349.25585,7.763333333,9.6,6.1,0,0,0
7/4/2020,9.476756231,9429.37245,8.9525,14.3,4.6,0,0,0
7/5/2020,10.65326302,37307.72708,10.02576389,12.2,8.3,0,0,0
7/6/2020,13.04688268,60159.17602,9.791805556,12.5,7.3,0,0,0
7/7/2020,13.49113112,62180.62334,9.684097222,11.7,6.3,0,0,0
7/8/2020,13.36506689,61706.51383,7.754444444,15.4,2.3,0,0,0
7/9/2020,13.14799931,61006.71681,9.134166667,15.9,3.7,0,0,0
7/10/2020,13.15249401,60698.75987,9.923263889,16.5,5.3,0,0,0
7/11/2020,11.32222397,51935.04136,8.629166667,10.2,5.8,0,0,0
7/12/2020,11.22753489,50939.32581,9.843055556,13.1,8.1,0,0,0
7/13/2020,12.45107069,53651.66359,10.49097222,15.2,7.5,0,0,0
7/14/2020,12.79626361,58619.68358,9.472013889,13.8,6.8,0,0,0
7/15/2020,12.74365084,57843.43118,8.188472222,15.3,2.4,0,0,0
7/16/2020,12.89694138,59442.0028,7.03875,12.1,2.9,0,0,0
7/17/2020,12.83430492,59448.50039,5.880277778,11,2,0,0,0
7/18/2020,11.03802768,50984.64984,8.182361111,12.3,1.1,0,0,0
7/19/2020,10.91805784,47788.33917,11.49777778,14.6,8.4,0,0,0
7/20/2020,11.96369851,47926.57625,9.190138889,13.1,6,0,0,0
7/21/2020,11.29231654,41747.69424,9.051458333,12.8,6.6,0,0,0
7/22/2020,11.37792913,43588.8465,9.743541667,12.2,8.3,0,0,0
7/23/2020,11.5804658,43264.62024,8.794652778,10.5,6.1,0,0,0
7/24/2020,11.64270382,44824.4097,8.02875,13.1,3.1,0,0,0
7/25/2020,10.51305206,44344.05358,6.679722222,13.1,2.9,0,0,0
7/26/2020,13.53695179,14443.92756,8.536458333,12.2,4.9,0,0,0
7/27/2020,13.06576198,34924.78178,11.024375,13.1,9.5,0,0,0
7/28/2020,12.20040697,52876.56382,11.43493056,15.6,8.4,0,0,0
7/29/2020,12.27361553,56470.90504,10.71256944,16.3,7.4,0,0,0
7/30/2020,12.54123313,58254.0279,9.341111111,14.6,4.4,0,0,0
7/31/2020,12.6857477,58709.64036,8.085208333,16.4,0.6,0,0,0
8/1/2020,11.22548268,50840.21106,10.33097222,15.7,4.5,0,0,0
8/2/2020,11.17845636,50638.40733,10.97583333,17.2,4.4,0,0,0
8/3/2020,12.44439449,57343.76979,10.92868056,15.6,6.6,0,0,0
8/4/2020,12.47795625,57149.03963,6.141458333,9.7,3.2,0,0,0
8/5/2020,12.05050992,55685.40636,7.213958333,10.5,4.2,0,0,0
8/6/2020,12.09309459,55047.76659,7.107708333,12,2.9,0,0,0
8/7/2020,12.04692028,55464.02097,6.135416667,11.5,0.2,0,0,0
8/8/2020,10.62343759,48102.92543,11.70048611,16.2,8.9,0,0,0
8/9/2020,10.55791591,47985.72779,10.85381944,14.7,7.7,0,0,0
8/10/2020,11.84350971,54752.54539,8.884166667,16.3,2.3,0,0,0
8/11/2020,11.88712376,54894.73754,9.264305556,15.8,1.8,0,0,0
8/12/2020,11.65329817,54176.1832,12.13472222,15.4,9.4,0,0,0
8/13/2020,11.78611892,54440.08328,14.09652778,17.8,11.3,0,0,0
8/14/2020,11.80177507,54028.52628,12.60243056,16.9,9.9,0,0,0
8/15/2020,11.04673809,44319.51322,10.82645833,16,5.6,0,0,0
8/16/2020,10.96274788,41647.4792,11.69847222,14.8,8.6,0,0,0
8/17/2020,11.9421925,53035.2769,11.64104167,16.2,8,0,0,0
8/18/2020,11.75975144,54177.17488,11.86520833,15.9,9.2,0,0,0
8/19/2020,11.91565854,55777.19762,10.04638889,11.7,8.5,0,0,0
8/20/2020,11.78956351,54998.31378,11.06215278,15.4,8.4,0,0,0
8/21/2020,11.94565378,55332.2683,9.153333333,13.8,6.4,0,0,0
8/22/2020,10.58800829,49160.12251,6.817569444,10,5.1,0,0,0
8/23/2020,10.58417934,48814.23513,8.260138889,11.1,6.4,0,0,0
8/24/2020,12.12458232,56136.81614,7.6275,12.1,4.3,0,0,0
8/25/2020,12.16348762,56110.16837,7.675763889,13.1,1.6,0,0,0
8/26/2020,11.88945024,51291.08833,10.20652778,15.1,5.6,0,0,0
8/27/2020,12.024817,50408.03288,12.06555556,19.7,7.2,0,0,0
8/28/2020,11.5790761,48794.2267,10.53770833,16.8,5,0,0,0
8/29/2020,10.61167178,40685.14961,13.15881944,18,5.8,0,0,0
8/30/2020,10.28041183,42211.37099,14.98361111,19.7,8.7,0,0,0
8/31/2020,11.19790484,46303.33653,8.976111111,12.6,5.8,0,0,0
9/1/2020,11.75057967,50116.2223,10.06763889,15.5,3.5,0,0,0
9/2/2020,11.84629294,49517.50447,16.33451389,21.8,11.6,0,0,0
9/3/2020,11.79615471,49001.22666,14.87972222,19.4,11.8,0,0,0
9/4/2020,11.63588069,49417.58531,12.45423611,17,7.6,0,0,0
9/5/2020,10.44170792,44774.04355,12.3275,16.6,8.9,0,0,0
9/6/2020,10.89228162,45290.10697,12.02743056,18.5,4.3,0,0,0
9/7/2020,11.82993512,50099.77523,17.01076389,22.6,8.6,0,0,0
