date,mean,max,min
2019-03-10,17.934583333333332,27.2,12.1
2019-03-11,19.420833333333334,24.7,16.0
2019-03-12,16.035763888888887,19.9,12.4
2019-03-13,14.581597222222221,19.8,9.8
2019-03-14,16.298333333333332,23.2,10.9
2019-03-15,16.868055555555557,25.1,9.9
2019-03-16,19.44534722222222,30.6,10.2
2019-03-17,20.473263888888887,29.5,13.6
2019-03-18,21.637013888888887,29.2,16.2
2019-03-19,19.915902777777777,26.2,14.7
2019-03-20,21.093958333333333,25.7,19.2
2019-03-21,21.179583333333333,26.3,18.8
2019-03-22,22.392222222222223,32.6,18.8
2019-03-23,22.19173611111111,31.2,18.3
2019-03-24,22.599722222222223,30.2,15.9
2019-03-25,17.11763888888889,23.6,12.0
2019-03-26,15.07923611111111,20.8,11.1
2019-03-27,15.958125,23.6,9.9
2019-03-28,18.691944444444445,28.5,9.2
2019-03-29,20.072916666666668,29.6,11.7
2019-03-30,10.625069444444446,15.2,8.4
2019-03-31,13.774722222222222,18.2,9.3
2019-04-01,14.107916666666668,18.3,11.3
2019-04-02,15.676875,26.2,5.1
2019-04-03,17.210833333333333,25.7,12.3
2019-04-04,17.045625,22.6,12.3
2019-04-05,21.57111111111111,29.2,12.8
2019-04-06,18.392083333333332,26.1,12.6
2019-04-07,17.362222222222222,26.4,7.1
2019-04-08,17.03951388888889,23.6,9.9
2019-04-09,12.592916666666666,16.8,9.9
2019-04-10,12.168819444444443,15.4,9.2
2019-04-11,12.627361111111112,19.7,6.7
2019-04-12,14.020347222222222,25.0,4.1
2019-04-13,14.143263888888889,21.5,7.7
2019-04-14,16.705694444444443,25.1,11.6
2019-04-15,19.083194444444445,28.1,12.1
2019-04-16,24.0175,31.2,16.8
2019-04-17,25.59923611111111,30.5,16.6
2019-04-18,15.342847222222222,19.2,12.0
2019-04-19,14.483888888888888,23.5,6.0
2019-04-20,17.902430555555554,30.0,7.1
2019-04-21,21.38923611111111,27.2,14.0
2019-04-22,15.129930555555555,17.6,12.9
2019-04-23,15.226527777777779,19.6,11.7
2019-04-24,15.850833333333334,24.0,12.6
2019-04-25,14.8675,21.6,7.6
2019-04-26,12.612847222222221,15.9,7.9
2019-04-27,11.5275,15.6,5.6
2019-04-28,13.862847222222221,16.9,11.9
2019-04-29,11.899166666666666,17.2,7.5
2019-04-30,14.782222222222224,23.5,4.4
2019-05-01,20.124166666666667,21.9,17.1
2019-05-02,17.806944444444444,20.9,14.9
2019-05-03,15.937916666666666,20.6,12.1
2019-05-04,13.095625,15.7,11.5
2019-05-05,12.553402777777778,16.2,9.6
2019-05-06,11.556736111111112,16.5,7.0
2019-05-07,12.119097222222223,18.0,4.9
2019-05-08,12.468819444444444,16.6,8.7
2019-05-09,13.634444444444444,16.1,8.0
2019-05-10,11.412222222222221,13.7,9.9
2019-05-11,12.321805555555557,16.2,9.2
2019-05-12,14.26576388888889,17.2,12.3
2019-05-13,14.101180555555556,17.5,11.0
2019-05-14,14.876875,20.7,10.8
2019-05-15,12.672777777777778,16.7,10.7
2019-05-16,11.515902777777779,17.4,7.3
2019-05-17,10.414861111111112,20.3,3.2
2019-05-18,11.665416666666667,22.2,3.6
2019-05-19,13.084097222222221,21.9,6.4
2019-05-20,16.05784722222222,20.4,11.4
2019-05-21,14.457916666666668,20.1,9.8
2019-05-22,13.726875,22.4,6.9
2019-05-23,14.62125,21.6,7.0
2019-05-24,17.65826388888889,20.8,13.2
2019-05-25,15.701597222222222,20.2,11.5
2019-05-26,11.46263888888889,14.5,8.6
2019-05-27,9.246805555555556,13.3,6.4
2019-05-28,10.876666666666667,13.9,8.4
2019-05-29,8.181319444444444,11.0,5.5
2019-05-30,8.686875,12.1,5.7
2019-05-31,11.493055555555555,13.8,10.1
2019-06-01,12.453472222222222,13.9,11.4
2019-06-02,10.578125,14.8,7.7
2019-06-03,8.920833333333333,11.8,6.5
2019-06-04,8.926875,12.4,6.8
2019-06-05,10.177638888888888,12.4,7.8
2019-06-06,11.772708333333334,14.6,9.9
2019-06-07,11.885416666666666,17.0,5.9
2019-06-08,10.490347222222223,17.7,3.8
2019-06-09,13.103819444444444,18.5,7.5
2019-06-10,15.298333333333332,18.2,12.6
2019-06-11,12.926319444444445,17.9,5.9
2019-06-12,15.354513888888889,18.2,11.8
2019-06-13,11.953888888888887,16.5,7.2
2019-06-14,12.132222222222223,16.5,8.1
2019-06-15,10.062916666666666,14.6,6.7
2019-06-16,9.657361111111111,16.0,6.3
2019-06-17,9.616249999999999,16.8,4.3
2019-06-18,9.259722222222223,12.3,5.6
2019-06-19,7.097777777777777,11.6,3.7
2019-06-20,6.641249999999999,9.4,3.7
2019-06-21,7.193958333333333,12.0,4.7
2019-06-22,6.895138888888889,11.0,3.7
2019-06-23,5.034513888888889,7.8,1.8
2019-06-24,7.291805555555556,14.0,3.4
2019-06-25,7.185069444444444,16.4,0.8
2019-06-26,8.240138888888888,17.8,1.9
2019-06-27,11.808819444444445,17.3,3.7
2019-06-28,14.959930555555555,19.2,10.1
2019-06-29,13.222569444444444,17.2,9.3
2019-06-30,10.638402777777777,13.9,7.8
2019-07-01,11.037777777777778,13.4,9.6
2019-07-02,11.066805555555556,14.8,8.7
2019-07-03,9.805208333333333,12.9,6.8
2019-07-04,7.920555555555556,13.1,4.4
2019-07-05,8.174583333333333,17.8,1.2
2019-07-06,10.519652777777777,18.1,4.6
2019-07-07,12.328611111111112,17.0,7.2
2019-07-08,12.321458333333334,15.9,9.9
2019-07-09,10.020694444444445,14.4,5.5
2019-07-10,11.795,14.4,6.9
2019-07-11,10.369722222222222,13.0,7.5
2019-07-12,11.351458333333333,14.7,7.7
2019-07-13,7.8493055555555555,11.5,6.0
2019-07-14,9.018958333333332,12.3,5.7
2019-07-15,10.830347222222223,13.4,8.1
2019-07-16,11.193819444444445,13.1,10.1
2019-07-17,10.631736111111111,11.9,9.3
2019-07-18,10.62888888888889,13.1,7.8
2019-07-19,10.225972222222222,15.2,6.0
2019-07-20,11.42,16.6,5.5
2019-07-21,12.619166666666665,15.5,9.1
2019-07-22,11.062986111111112,15.2,5.1
2019-07-23,11.894722222222223,14.6,7.9
2019-07-24,9.843958333333333,13.4,4.9
2019-07-25,11.693055555555556,14.3,9.2
2019-07-26,11.505833333333335,13.1,10.1
2019-07-27,11.022847222222222,14.7,7.7
2019-07-28,9.636805555555556,14.7,4.6
2019-07-29,10.558819444444445,14.5,8.3
2019-07-30,8.842083333333333,11.9,5.1
2019-07-31,6.578194444444445,13.5,0.4
2019-08-01,9.326597222222222,12.7,6.0
2019-08-02,10.474513888888888,12.0,8.8
2019-08-03,11.011875,13.4,9.4
2019-08-04,9.809166666666668,12.0,8.2
2019-08-05,10.883958333333332,14.7,8.9
2019-08-06,10.743333333333332,12.7,8.7
2019-08-07,11.367847222222222,14.5,8.4
2019-08-08,8.959097222222223,13.1,5.8
2019-08-09,7.602152777777778,9.3,3.8
2019-08-10,6.859652777777778,12.1,2.2
2019-08-11,8.020138888888889,12.9,3.8
2019-08-12,9.116180555555555,11.7,6.4
