date,avg_consumption,total_consumption
2018-01-01,13.55346435777674,29017.96719
2018-01-02,15.49721225939505,33814.91715
2018-01-03,15.634060864815657,34348.03172
2018-01-04,16.579263671519563,36441.22155
2018-01-05,17.206917613793106,37425.04581
2018-01-06,14.303764906385023,29794.7423
2018-01-07,12.095525264227641,23803.99372
2018-01-08,16.913854491525424,35925.02694
2018-01-09,16.843843604651163,36214.26375
2018-01-10,17.221294399071926,37111.88943
2018-01-11,18.10869993295019,37810.96546
2018-01-12,18.42795261111111,39804.37764
2018-01-13,12.308838641975308,24925.39825
2018-01-14,11.955068040638606,24711.12564
2018-01-15,16.353757985314363,35634.83865
2018-01-16,17.971236016371076,39518.748
2018-01-17,19.139617013888888,41341.57275
2018-01-18,20.472774585828343,41027.44027
2018-01-19,19.795769002089862,37889.10187
2018-01-20,15.279339407733724,31215.69041
2018-01-21,14.75405943231441,30408.11649
2018-01-22,18.246209824902724,37514.2074
2018-01-23,18.546079435028247,39391.87272
2018-01-24,18.689884902777777,40370.15139
2018-01-25,18.752749353891335,38311.86693
2018-01-26,18.383429699671513,39175.08869
2018-01-27,16.319879019886365,34467.58449
2018-01-28,17.013515157480317,34571.4628
2018-01-29,20.918161347207008,38196.56262
2018-01-30,18.333460046360685,39545.27332
2018-01-31,17.51930714220809,38559.99502
2018-02-01,17.44928083030853,38458.21495
2018-02-02,17.780830328617068,38957.79925
2018-02-03,14.478176320326678,31909.90061
2018-02-04,14.518587449817518,31824.74369
2018-02-05,18.887292670349908,41023.19968
2018-02-06,19.488653845789973,41199.01423
2018-02-07,19.00501770920502,36337.59386
2018-02-08,20.123606937751003,40086.22502
2018-02-09,20.239066685579196,42805.62604
2018-02-10,16.998257738369414,36903.21755
2018-02-11,14.603350645308923,31908.32116
2018-02-12,18.67416413192854,40765.7003
2018-02-13,18.97732477818854,41066.93082
2018-02-14,19.59485603955842,42599.21703
2018-02-15,19.205246636144576,39850.88677
2018-02-16,18.01465641121495,38551.36472
2018-02-17,15.025896851595006,32501.01489
2018-02-18,14.616080467726848,31249.18004
2018-02-19,18.819964974335043,40331.18494
2018-02-20,18.871522703081233,40422.80163
2018-02-21,19.341066180811808,41931.43148
2018-02-22,19.41614464165464,40366.16471
2018-02-23,19.58609252309188,40288.59232
2018-02-24,15.958558834638415,34646.03123
2018-02-25,13.295592853198343,28891.32327
2018-02-26,18.337275429095914,39956.92316
2018-02-27,19.23668619885823,40435.51439
2018-02-28,19.082119582924435,38889.35971
2018-03-01,18.868380409751037,36378.23743
2018-03-02,19.087168348708488,41380.98098
2018-03-03,15.699394793621014,33471.1097
2018-03-04,14.01724021957914,30641.68712
2018-03-05,18.710951887052342,40752.45321
2018-03-06,18.894062374535316,40660.02223
2018-03-07,19.490171294792166,40792.92852
2018-03-08,18.861879278350518,38421.64809
2018-03-09,19.75185954980843,41241.88274
2018-03-10,16.568944809833024,35722.64501
2018-03-11,15.484680083217752,33493.36302
2018-03-12,19.248388079198907,42288.70861
2018-03-13,18.944687744779582,40825.80209
2018-03-14,19.067592750929368,41033.4596
2018-03-15,19.002363873664653,40912.08942
2018-03-16,18.560301038961036,40016.00904
2018-03-17,16.538538851936217,36302.09278
2018-03-18,15.510285798816568,34076.0979
2018-03-19,19.2319416323667,41117.89121
2018-03-20,18.959993563805103,40858.78613
2018-03-21,18.743007922077922,40409.92508
2018-03-22,18.898957233549584,40783.94971
2018-03-23,18.806407983034873,39907.19774
2018-03-24,14.758248838797815,32409.11445
2018-03-25,13.545646005471957,29705.60169
2018-03-26,17.884688548461185,38934.96697
2018-03-27,18.769957265268914,41181.28624
2018-03-28,18.750991371807,39639.59576
2018-03-29,19.257339738412114,41961.74329
2018-03-30,16.088820481162053,35443.67152
2018-03-31,14.311198362226277,31370.14681
2018-04-01,14.210184959016393,31205.56617
2018-04-02,15.462514418181819,34017.53172
2018-04-03,15.644393034013603,34495.88664
2018-04-04,17.513461854061493,38161.83338
2018-04-05,17.90251539336062,39367.63135
2018-04-06,17.837950961713766,39136.46441
2018-04-07,14.27038301407172,31437.65378
2018-04-08,14.477134251251707,31806.26395
2018-04-09,18.053995249883233,38653.60383
2018-04-10,19.22082656709341,40536.72323
2018-04-11,18.921553944260747,40056.9297
2018-04-12,20.07273757830762,42935.58568
2018-04-13,18.92818622966062,40714.52858
2018-04-14,14.066671764172336,31017.01124
2018-04-15,13.46132645709041,29332.23035
2018-04-16,18.537888836363635,40783.35544
2018-04-17,18.288046063100136,39995.95674
2018-04-18,18.399977059916395,39615.15061
2018-04-19,18.842589744292237,41265.27154
2018-04-20,18.239001096391046,39925.1734
2018-04-21,14.3819642048029,31740.995
2018-04-22,14.038245924579737,30898.17928
2018-04-23,18.855450919117647,41029.4612
2018-04-24,18.662151971375806,40422.22117
2018-04-25,16.00579879981884,35340.80375
2018-04-26,18.395981431209602,39845.69578
2018-04-27,18.361877197626654,40230.87294
2018-04-28,13.681883686594203,30209.59918
2018-04-29,13.607021117191062,29840.19731
2018-04-30,18.319411578947367,40027.9143
2018-05-01,18.300252781851512,39931.15157
2018-05-02,18.70071974062066,40374.85392
2018-05-03,18.640100456221198,40449.01799
2018-05-04,18.19912203821656,40001.67024
2018-05-05,13.990822112420672,30863.75358
2018-05-06,13.86137991773309,30328.69926
2018-05-07,18.55773736578708,40789.90673
2018-05-08,18.860072798713233,41039.51841
2018-05-09,18.72940414611872,41017.39508
2018-05-10,18.235374411496352,39971.94071
2018-05-11,17.583708313473878,38367.65154
2018-05-12,13.330651585144926,29434.0787
